lang,topic,question,"answer"
sw,Mchakato,Mahojiano,"Utakua na mahojiano ukiomba hifadhi. Maswali yanaokuhusu na nchi yako. Unaweza leta mwanasheria au mkalimani. Huyo atachunguza tu.Unaweza pia kumleta mshahidi, maandiko chini ya kiapo au ushahidi nyingine. Utapata uamuzi hiyo siku. Pata mhuri kwenye kibali kabla kuondoka. Wenandoa watahojiwa pamoja. Taja ya majina ya mwanamke na watoto pale popote wako wawekwe kwenye faili moja."
sw,Mchakato,Tafsiri/ukalimani,"Kama huwezi kuongea lugha ya SA vizuli ili ukaeleza madai yako,unamhitaji mkalimani. DHA haitoi hata mmoja, lazima ujilipie. Pata mtu mwanifu neno-kwa-neno; siyo mwenye atasema maneno ili utape hadhi ya ukimbizi.ongea polepole na omba wakusomee hadithi yako. Uliza afisa kama kuna mabadiliko. Saini fomu. Mwanasheria ,mshahidi wako au mwenzako hawezi kukutafsiria."
sw,Mchakato,Kisheria bure,"Kliniki za sheria fulani katika Vyuo vikuu na mashirika ya haki za bianadamu hushauri kwa bure wanaotafuta hifadhi na wakimbizi. UNHCR ina mashauri maalumu wa kisheria katika sheria za ukimbizi katika miji 5 ya SA. Ona 'huduma maalum' nyinginezo . Mshauri ya kisheria wanaweza kukusaidi kwa ombi ya hifadhi au usaidizi wa kupiga rufaa kama hadhi yako imekataliwa. Mshauri husaidia na ushauri. Hawapeani makao au chakula."
sw,Mchakato,Kuhusu Mwanasheria,"Wakili binafsi wanaweza kusaidia na ombi, rufaa au SCRA mapito. Lazima ulipe huduma. Or pigia LHR-wanaeza kukusaidia. Law society ya South Africa wako na wakili wana utaalamu wa sheria za wakimbizi. Ona 'huduma muhimu'. Tip: ulizia wakili hulipwa ngapi. Hikisha wakili na kufuzu. Pigia Law Society ya Sa kwa 012-366-8800."
sw,Matokeo ya ombi lako,Mafanikio,"Ombi lako likipita,utapata kibali ya 24 (hadhi ya ukimbizi). Kibali chako kiko halali miaka 2 au 4. Fanya upya kwa RRO kabla hakijaisha. Mkimbizi huweza kuomba ID (marron 'ID') na nakala ya kusafikiria. Huchukua muda. Omba nakala ya kusafiri kama una ID. Usipofanya na unataka kusafiri kwa gafla,pigia UNHCR. Mwanga: Ukienda inchi yako utakosa ukimbizi ya SA."
sw,Matokeo ya ombi lako,Aliyeshindwa,"Kama RRO anakataa ombi lako,hautambuliki kama mkimbizi uko na siku 30 kutoa taarifa ya rufaa,ama ufanye namna nyingine ya kuishi au kuondoka SA. Sababu uhathiri rufaa. Kama ombi lako ulaghai au unyayasaji, Kamati ya Kudumu Mambo ya Wakimbizi watayikagua. Unasiku 14 kupatiana kauli ya kutokubaliana na uamzi katika ofisi ya RRO ilyokupa barua ya kukataliwa.Omba LHR usaidizi."
sw,Matokeo ya ombi lako,Rufaa,"Wakili binafsi wanawezakusaidia kuombi hifadhi,rufaa au mapitio ya SCRA . Utalipa ada zake. Au pigia LHR- wanaweza kusaidia au kukupeleka mahali pengine . Chama cha wanasheria wa Afrika ya kusini wana wakili wenye uzoefu wa sheria za wakimbizi - Ona 'Huduma muhimu'. Mwanga : Hakikisha wakili ana vyeti maalumu. Kuhakikisha, pigia Chama cha wanasheria wa Afrika ya kusini kwenye simu 012-366-8800."
sw,Haki zako,Hifadhi/kimbilio,"Ni haki yako: kuwa na ombi lako la hifadhi kushughulikwa na kuliamua katika haki na kiwazi ; usirudishwe nchi yako ya asili ; au kushitakiwa kwa ajili ya kuingia kinyume cha sheria au kuwepo katika SA wakati maombi yako anasubiri uamuzi huo."
sw,Haki zako,Kazi,"Kila mkimbizi au mwombaji wa ukimbizi mwenye kibali halali ana haki ya kufanya kazi SA. Unaweza kusajiliwa au kufanay biashara yake mwenyewe. Hauitaji kibali cha kufanay kazi."
sw,Haki zako,Afya,"Una haki ya matibabu ya afya na uzazi SA. Huwezi kakataliwa matibabu ya dharura . Wafanyi kazi wa hospitali hawajui muda wowote haki za wakimbizi au wombaji wa ukimbizi wenye vibali halali. Pigia Wanasheria wa Haki za Binadamu kama unashidwa kupata huduma ya afya."
sw,Haki zako,Masomo,"Kila mtu ana haki ya elimu ya msingi SA. Lazima uwe na kibali halali kusomea SA. Uko nchini kwenye kibali kingine halali? Angalia kama kibali chako kinakuruhusu kusomea SA. Masharti mengine anaweza kuhusika nawe."
sw,Haki zako,Chakula& makazi/nyumba,"Una haki ya kuwa na maji , chakula& mahali pakulala. Mashilika hutoa misaada midogo lakini ni lazima ujisaidie baadaye . Angalia 'Hudumu muhimu' za taasisi za makanisa anaotoa misaada. Lazima ujisaide wewe mwenyewe kwenye mahitaji yako ya kijamii na kiuchumi . Serikali ya SA ,NGOs & UNHCR husaidia kesi maalum tu .UNHCR ina jukumu ndogo (bila kambi) & haiwezi kusaidia mahitaji yote. Pamoja na NGOs wanatoa misaada midogo kwenye miji ina RRO, kwenye wanaoishi katika mazingira magumu tu (mama&watoto hawajakaa zaidi ya miezi 2, wanaume wenye mahitaji maalum, wagonjwa & walemavu).Misaada ingeweza kuwa chaukula au kodi ya miezi 3. Jamii za wakimbizi husaidia kidogo lakini ni msaada wa msingi,k.Unaweza kupata huduma za umma kama masomo na afya."
sw,Haki zako,Kufukuzwa,"Sheria hulinda kinyume cha sheria. Mwenye nyumba lazima pate ili kabla kukufukuza. Kumbuka.ni mahakama too huweza nguvu. Mwenye nyumba hana haki ya kukufuza au kukutoa kwa mali. Pigia Rental Housing Tribunal 011-630-5035 au 0800-046-873 kama una zozo au kutendwa."
sw,Haki zako,LGBTI,"Katibu ya SA hulinda Lesbian Gay, Bisexual &Transgender (LGBT). Mwathirika wa chuki za LGBT huenda polisi kuripoti. Pia anaweza kufungua shutaka la chuki katika SAHRC. Omba msaada wa kisheria kama unashindwa kufungua madai. Nenda kwa orodha ya mawasiliano kupata habari zaidi. Kwa msaada ya LGBTI katika Johannesburg: pigia GALA 011-717-4239 au Pretoria : Pigia Wellbeing 012-430-3272. Durban: pigia Gay & Lesbian Network 033-342-6165."
sw,Haki zako,Unyanyasaji,"Mama na Watoto wana haki za kuishi huru bila kunyanyaswa .Kila aina ya unyanyasaji ni lazimaa iripotiwe kwa polisi. Kumbuka. Amri ya mahakama ya ulizi huzuia vurugu. Vurugu huweza kua vitisho, kupigwa ,kijinsia au matusi,Vitisho vya unyanyasajiau kama unapoteza uhuru. Unyanyasaji wa mama na mtoto ni kunyume na sheria . Pata shauri ya kisheria ya bure kwenye mashirika ya wanawake na watoto au piga simu bure 0800-150-150 kwa msaada."
sw,Kufungwa,Kukamatwa,"Wenye vibali halali hawawezi kukamtiwa bure labda wavunje sheria. Polisi au afisa uhamaji anaweza kukuuliza kibali kuhakiskisha kama unakaa halali, au unaweza kufungwa/ kuwa kizuizini. Ukifungwa thibitisha kwamba una kubaliwa SA. Utaenda kituo cha polisi mpaka DHA ihakikishe wewe uko nani katika masaa 48. Usihonge afisa kwa kukwepa kufungwa. Mwanga: tembea na kibali au nakala ya kitambulisho iliyothibitishwa."
sw,Kufungwa,Cha kufanya,"Kuna njia za kisheria zakufunguliwa. Inaweza chukua muda. Omba wakili.Ni haki yako. Kama umefungwa na kibali halali,ambia rafiki au familia kupatia DHA nakala ya kibali chako. Kumbuka. Una haki ya kuwa na mwanasherai kama unafungwa . Tip: Ukienda mahakamani, uliza 'mwanasheria wa bure'. Unaweza kuongea na wakili bure."
sw,Kufungwa,Hali,"Afisa wa DHA analizimishwa kuthibitisha hati yako ya msaa 48. Niwajibu wako ya kutembea na kibali. Una haki ya kupigia rafiki yako akupe nakala ya kabili.Unaweza kutoa kauli kwa DHA ya kwamba wewe umekataa kizuizi au kufukuzwa. Unaweza tu kuwa kizuizini kwa siku 30 isipokuwa mahakama inaongeza muda. Wakati mahakama hufanya uamuzi wake , lazima upate taarifa hii kwa maandishi, unaweza kupana sababu kwa nini unakataa"
sw,Kufungwa,Kufukuzwa,"Ukipelekwa kituo cha kufukuzwa,Pigia wakili kwa mashauri ya kisheria. Wanasheria wa Haki za Binadamu hutembelea centa kila wiki. Uliza familia kuwaarifu LHR hali yako na kubambia kama unahitaji msaada. Kama hakuna sababu na hati sahihi ya kukaa SA, utawekwa kwenye kituo cha kufukuzwa na utarudishwa nyumbani. Wasiliana na Wanasheria wa Haki za Binadamu kama hali yako ya kizuizini si salama au inakiuka hadhi yako."
sw,Watoto,Akisindikizwa,"Kama mtoto akiingia SA bila mzazi, mlezi lazima aende mahakamani ya Watoto kuomba ruhusa ya kuwa mlezi wa kisheria.Hadhi ya Ukimbizi hupewa watoto/ wategemezi kama mkuu wa famila alipata . Kesi ya mtoto inaweza kuwa kubwa kushinda ya wazazi, kwa hivyo anaweza kujitegemea kwa ombi la hadhi. Mwakilishi,mzazi au mlezi lazima akuwe mtoto mkimbizi katika mahojiano."
sw,Watoto,Wasio na wazazi,"Mtoto mkimbizi bila kuambatana na mzazi kama hamna mtu mkubwa ambae ana majukumu ya kumlea na kumwongoza yule mtoto. Watoto waliopoteana na wazazi kabla au wakati wa wapambano wanaitwa pia 'Watoto wasio na wazazi'."
sw,Watoto,Nyaraka,"Mtoto akiomba hifadhi bila mzazi/mlezi lazima apelekwe kwenye Idara ya Maendelo ya Kajamii, penye mfanyi kazi wa jamii atashughulikia kesi yake. Mfanyi kazi wa jamii ataunga mkono na DHA kumsaidia mtoto kuomba hadhi RRO. Atachunguza tena kesi ya mtoto & apeane ripoti kama mtoto hafai hifadhi. La muhimu: Watoto lazima wapewe hati bila hivyo watakosa utaifa"
sw,simu ya dharura/msaada,Namba za mawasiliano,"DHA: 0800-60-11-90; UNHCR: 012-338-5302; Be Court Wise: 083-229-9440; LifeLine Counselling: 0861-322-322; Corruption: 0800-701-701; CCMA: 0861-16-16-16; Abuse: 0800-150-150 or 012-348-1234 or 011-838-0411; Childline: 0800-055-555; AIDS: 0800-012-322 or 0800110605; LoveLife: 0800-121-900."
